ETKINLIK_ADI,ICERIK_ACIKLAMA
Kaynak Dergisi Makaleleri - İş Yönetimi,"Kriz; mevcut dengelerin bozulması sonucu ortaya çıkan belirsizlikleri ve ani değişimleri kapsar. Buna bağlı olarak alışılagelmiş çözüm yaklaşımlarıyla bu süreci yönetmek mümkün değildir. Kriz dönemlerinde ortaya çıkan belirsizlikle birlikte yaşanan dilemma ise; kurumlarda çalışanların belirsizliği aşacak bilgilere ulaşmaya çalışmak yerine, ellerindeki fenerleri kapatıp belirsizliği ortadan kaldıracak bilginin kendilerine gelmesini bekleme moduna geçmeleridir. Bu belirsizlik ve bekleme ortamı kişilerde duygusal olarak da değişimler yaratarak kaygıyı arttırır. Kaygı ve endişe artarken kurum içinde karşılıklı güven ortamının da olmaması halinde yaşanan güven eksikliği kişilerin başta işini ve gelirini kaybetme olmak üzere farklı nedenlerle büyük korku yaşamalarına sebep olur. Bunun sonucu olarak kurum içinde stres artar, motivasyon ve buna bağlı olarak performans düşer. Oysa performans yönetimi bu dönemlerde her zamankinden daha da hassas ve önemli bir konu olup, gerek çalışanların gerekse kurum yönetiminin düşük performansı giderici her türlü tedbiri alması gerekir."
Kaynak Dergisi Makaleleri - İş Yönetimi,"Günümüzde kurumsal şirketler, çalışanlarının inisiyatif kullanmalarını, yaratıcı fikirler üretmelerini ve bir araya gelerek etkin bir etkileşim içinde bu fikirleri hayata geçirecek ortamı oluşturmalarını beklemektedir. Farklı bölümlerden kişilerin bir araya gelmesiyle oluşan proje grupları, kurumların süreçlerinin gelinmesi ve sistematik yaklaşımlar oluşturulması için tanımlanmış kaynakları ve süreyi kullanarak, projenin amacına ulaşması için çaba harcamaktadır. Birçok projede, nelerin yanlış gittiği ve bu yanlışların nedenleri, ancak geri dönüp bakınca anlaşılmaktadır. Özellikle proje ekibi projeyi hayata geçirme konusunda yeterli deneyime sahip değilse bu sonuç kaçınılmazdır. Kurum içi gelişim projelerinde; ister insan kaynakları yönetiminde olsun, ister iş süreçlerini oluşturma ve geliştirme alanında olsun, bu duruma oldukça sık rastlanmaktadır. Cayenne simülasyonu, proje ekibinde yer alanlara ve yer alacak olanlara, ekipleriyle birlikte, değişen proje koşulları ile anında, nasıl başa çıkılacağı konusunda destek olmak amacıyla tasarlanmıştır."
Kaynak Dergisi Makaleleri - İş Yönetimi,"Birçok şirket verimliliği arttırmak ve rekabette öne geçmek için iş süreçlerini daha iyi ve ayrıntılı tanımlamak ve çalışanlar üzerinde daha incelikli denetim mekanizmaları kurmak üzere stratejiler geliştirdiler. Çekişmesiz bir pazar alanı yaratmak ve   rekabeti etkisiz kılmak için Chan Kim ve Renée Mauborgne un” Mavi Okyanus Stratejisi”; piyasadaki kanlı rekabet alanı olan kızıl okyanusun dışına çıkmanın mümkün olduğunu göstermiştir. Mavi Okyanus Stratejisi, sirk endüstrisi gibi, devrini tamamladığı kabul   edilen bir alanda uygulanarak Cirque du Soleil'in, sadece sirk endüstrisinin değil, dünyanın en karlı şirketlerinden biri olmasını sağlamıştır. André Rieu adlı, uzmanların ifadesine göre ikinci sınıf bir kemancı, yeni bir tarz yaratmış ve birçoklarına ilham   kaynağı olmuştur. Rekabete bakış şekli değiştirilmedikçe günümüzdeki geleneksel yöntemlerle kalıcı bir başarı sağlamak mümkün değildir. Çünkü iş süreçlerinde iyileştirme sağlayan şirketler bir süre sonra bunun başkaları tarafından taklit edildiğini görmektedir."
Kaynak Dergisi Makaleleri - İş Yönetimi,"Kararın nöro anatomisi yazısında karar ve değerlendirme söz konusu olduğunda beynimizin iki süreç üzerinden hareket ettiğini yazmıştık. Basitleştirerek ifade edecek olursak; Bunlardan biri akıllı ancak zayıf ve yavaş olan “düşünen beyin” (reflective brain); diğeri ise aptal ancak güçlü ve hızlı olan “hisseden beyin” (reflexive brain). Hisseden beyin, beynin düşünen bölgesini temsil eden kabuğun (serebral cortex) altındadır ve beyinin hisseden bölgesi olan limbik sistemle zengin bağlantıları vardır. Bu bölge yemek, cinsellik, sosyal statü ve para gibi haz veren şeyleri tanır. İnsanın ağırlığının % 2 sini oluşturan beyin, aldığımız toplam kalorinin % 20 sini tüketen, sabit gideri çok yüksek bir organdır. Hisseden beyinin insan davranışına yön veren özeliklerinden birisi de, sadece olmuş olanı değil, olabilecek olanı değerlendirmesidir. Hisseden beyin, doğrudan kazanma ihtimaline odaklanmak yerine, bu durumu muhtemel kazançlarla eşleştirmektedir. “İyi” şans topunun gelmesi, kaybetme riski olmaksızın 10 $ kazanma fırsatı sunmaktadır. Benzer şekilde “orta” şans topu 2,5 $ kazanma fırsatıyla birlikte 1,5 $ kaybetme riskini de beraberinde getirmektedir. Hisseden beyin için bu durum, sadece kazanç ihtimalinin olduğu duruma göre çok daha uyarıcı ve heyecan vericidir. “Kötü” şans topunun çıkması ise tehlike ve korku bölgesi olan amigdalanın aktive olmasına neden olmaktadır. Psikoloji disiplini, gerek tıbbi görüntüleme alanındaki gelişmelerin sunduğu imkanlar, gerekse “kişilik psikolojisi” gibi kendi alt disiplinindeki gelişmelerle, insanın “akıl dışı” gibi gözüken karar ve davranışlarının da “öngörülebilir” olduğunun anlaşılmasına yardımcı olmaktadır."
Kaynak Dergisi Makaleleri - İş Yönetimi,"M.Ö. 6. yüzyılda yaşamış olan Çin Düşünürü Sun Tzu stratejinin atası olarak bilinmektedir. Sun Tzu'nun “ Savaş Sanatı” adlı eseri günümüz iş dünyası için yazılmış birçok kitaba esin kaynağı olmuştur. Sun Tzu stratejide konumlandırmanın önemine ilk dikkat çeken kişidir. Konumlandırmanın fiziksel ortam koşullarından ve çevredeki rekabetçi oyuncuların yaklaşımlarından etkilendiğini ve strateji oluşturmanın yapılacaklar listesi hazırlamak olmadığını, tam tersine değişen koşullara hızlı ve doğru cevap vermek olduğunu ortaya koymuştur. Sun Tzu, bilmek, öngörmek, hareket etmek ve konumlamak olmak üzere kitabında 4 yetiden bahsetmektedir. Bunu pazarlama dünyasına uyguladığımızda bilmeyi; pazarı anlamak, öngörmeyi; pazardaki değişkenleri ve sabit olanları hesaba katmak, hareket etmeyi; değişkenlere göre ve konumlandırmayı sabitlere göre strateji belirmek olarak ifade edebiliriz. Livon simülasyonu gerçek hayatta karşılaşılan pazar parametrelerine uygun olarak bu dört yetiyi katılımcıların kullanabileceği ve geliştirebileceği bir ortam yaratmaktadır."
Kayıplardan Kurtularak 5S ile Düzene Girmek,5S aslında hayatımızın bir parçasıdır. Bir yaşam disiplinidir. 5S verimliliği arttırmaya yönelik geliştirilmiş önemli bir sistemdir. 5S'i hayatımızın her alanında uygulayabiliriz. 5S adımlarını uygulayarak daha düzenli ve verimli bir hayata sahip olabiliriz. Bu eğitimin amacı yalın düşünce yaklaşımı ve 5S hakkına farkındalığı ve bilgi seviyesini yükseltmektir. Bu eğitim sonunda siz de hayatınızdaki her alana 5S'i uygulayabileceksiniz.
Kazanan Takım - Satış Gücü Yönetimi,"Satış Ekipleri için 7 Adımda Koçluk eğitimi sayesinde, yüksek potansiyeli olan çalışanlarınıza zaman ayırmanın ne kadar önemli olduğunu fark edecek, gelişmek ve değişmek isteyen çalışanlara koçluk etmenin yollarını öğreneceksiniz.<br />"
Kazanan Takım - Satış Gücü Yönetimi,"Satış Ekiplerini Motive Etmenin 7 Adımı eğitimi sayesinde, satış ekiplerini nasıl işin içine dahil edebeilceğiniz, onlarla nasıl etkili iletişim kurabileceğiniz ve genel olarak onları nasıl motive edebileceğinizi 7 adımda öğreneceksiniz."
Kazanan Takım - Satış Gücü Yönetimi,"Satış Süreci Yönetimi eğitiminde; müşteriyi tanıma, satış danışmanları hakkındaki  kritik bilgilerin yanında müşteri yönetiminin modellemesi ve satış sürecinin modellemesi konuları grafiklerle ayrıntılı bir şekilde anlatılmıştır. Ayrıca, potansiyel yaratma yöntemleri, referans kaynaklarını gözden geçirmeye yardımcı olacak 'etki merkez ağı' ve rakipleri tanıma yolları gibi birçok önemli konu anlatılmaktadır. "
Kazanan Takım - Satış Gücü Yönetimi,"Bu eğitim sayesinde yöneticiler, kime yetki verebileceğinizi belirleyebilecek, hiyerarşik sorumluluk ağı oluştururken yapmanız ve yapmamanız gerekeleri öğreneceksiniz. Bunun yanında, yetki devretmenin ve geri bildirim sistemi kurmanın önemini fark edeceksiniz."
Kazanan Takım - Satış Gücü Yönetimi,"Satış Yöneticisi Kimdir? eğitimi sayesinde her zaman kazanan bir takım olmanın yollarını, etkin ekip kurarak satış gücünü tasarlamayı ve satış yöneticisi olarak performansı yönetmeyi öğreneceksiniz."
Kedi Bakımı,"Kedi Bakımını Eğitimi'nin ilk adımında, iki aylık ve daha küçük bir kedinin bakımı hakkında detaylı bilgi alacaksınız. Yavru bir kedinin, ilk beslenmesi, ilk tuvaleti, ilk yolculuğu ve evinizdeki ilk uykusu oldukça önemlidir. Bu süreçleri sağlıklı şekilde geçirdikten sonra, kedinize nasıl tuvalet eğitimi vereceğinizi ve kuru mamaya geçiş sürecini de bu dönemde öğreneceksiniz."
Kedi Bakımı,"Kedi Bakımı Eğitimi'nin ikinci adımında, kediniz artık 2. ayını doldurdu. Kuru mamaya geçildi, tuvalet eğitimi verildi, kediniz sizi ve evi benimsemiş durumda. Kediniz bu dönemde ev içinde yürümeye, etrafı keşfetmeye başlar. Bu durum, sizi veya kedinizi bekliyor olabilecek bazı tehlikeler hakkında düşünmeniz gerektiği anlamına gelir. Kedinizle sağlıklı bir düzen oluşturmanız için dikkat etmeniz gerekenleri bu eğitimde öğreneceksiniz. Bunun yanında kedinizin sağlığı için gerekli önlemlerden olan aşılar hakkında detaylı bilgi alacaksınız."
Kedi Bakımı,"Kedi Bakımı Eğitimi'nin üçüncü adımında, kedinizin ergenlik dönemiyle ve yetişkinliğe geçişiyle ilgili bilgi edineceksiniz. Ergenlikle ilgili en önemli göstergelerden olan kızgınlık dönemi, kedi sahipleri için önemli bir konudur. Bu bölümde, kızgınlık dönemini nasıl fark edeceğinizi, kedinizin ihtiyaçlarını nasıl anlayacağınızı, kısırlaştırma ve çifleşmeyle ilgili detayları öğreneceksiniz."
Kedi Bakımı,"Kediler, eski çağlardan beri insanların günlük yaşamına eşlik eder. Evde, sokaklarda hatta iş yerlerinde karşınıza çıkan kediler, aslında kapalı alanlarda daha uzun süre yaşarlar. Bu sebeple bir kedi sahiplenmeyi düşünüyorsanız, öncelikle bu dostluğun uzun ömürlü olacağından emin olmalısınız. Bu eğitimde, kedi sahiplenme kararı almadan önce düşünmenizde fayda olan bazı durumları öğreneceksiniz. Bunun yanında kedi sahiplendiğiniz ilk andan itibaren yapmanız gerekenleri adım adım öğreneceksiniz."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Yaşam kalitemizi belirleyen en önemli unsurlardan bir tanesi anlamlarımızdır. Hayat amacınızı netleştirip hedeflerinizi gerçekleştirmeye koşabilirsiniz, ancak anlamlarınızı yönetemeden yaşam kalitenizi iyileştiremezsiniz. Kemal İslamoğlu, bu videoda anlam"
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Sizi ne motive ediyor? Bunu bilmeniz ve sizi motive eden şeyleri ortaya çıkarabilmeniz için Kemal İslamoğlu'nun ipuçlarını bu videoda görebilirsiniz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Hayat kalitemizi artırmak için kendimize hangi soruları sormalıyız? Basit ama önemli sorularımız ne olmalı? Hepsini bu videoda Kemal İslamoğlu açıklıyor.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Kemal İslamoğlu, davranışlarımızı oluşturan etmenleri ortaya koyuyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Yaşam kalitemizi ne belirliyor? İşte bu önemli sorunun yanıtı değerlerimiz. Bu videoda değerlerimizi nasıl anlayacağınızı öğrenebilirsiniz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"En iyi halde olmamızın önünde ne engel var? Neden yapamıyoruz? Bu videoda Kemal İslamoğlu, bizi istediğimiz olmaktan alıkoyan en önemli engellerimizi anlatıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Hayatta yapabileceğimiz ve yapamayacağımız şeyler var. Peki bunlar nasıl belirleniyor? Kurallarımızı yaşanabilir kılmak ne kadar elimizde? Kemal İslamoğlu bu videoda kurallarımızı nasıl oluşturmamız gerektiğini anlatıyor.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Everest'e çıkan engel tanımazların hayat hikayelerini Kemal İslamoğlu'ndan dinliyoruz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Micheal Jordan'ın hayat hikayesini Kemal İslamoğlu'dan dinliyoruz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Paul Potts'un hayat hikayesini Kemal İslamoğlu'dan dinliyoruz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Piyanist filmine esin olmuş piyanistin hikayesini Kemal İslamoğlu'dan dinliyoruz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Ressam Van Gogh ve Grandma Moses'in hayat hikayelerini Kemal İslamoğlu'dan dinliyoruz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Hayatın amacını bulmak için doğru sorular her zaman 'Ne?' ve 'Nasıl?' soruları mıdır? Kemal İslamoğlu, hayat amacınızı bulmanız için hangi soruları sormanız gerektiğini anlatıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Hayatın direksiyonuna geçmek nedir? Hayatı hangi aşamalarda yaşıyoruz? Siz hangi aşamadasınız? Tüm bu soruların yanıtını bu videoda bulabilirsiniz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Hedeflerinizi gerçekleştirmek ama nasıl? Bu videoda Kemal İslamoğlu hedeflerimizi gerçekleştirmemizin önündeki en çetin engelleri ve onlarla nasıl baş edebileceğimizi anlatıyor.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Yaptığımız her şeyin altında yatan neden olan ihtiyaçlarımızı nasıl yöneteceğiz? İhtiyaçlarımız bizi nasıl etkiler? Kemal İslamoğlu 6 temel insan ihtiyacını bu videoda açıklıyor.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Hayatın direksiyonuna geçme aşamalarından kurban olmaya bizi düşüren nedir? İletişim zehirleri… Kemal İslamoğlu, neden kurban rolüne düştüğümüzü ve nasıl kurtulacağımızı anlatıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Program boyunca, liderliğinizi geliştirmeniz, kendinize ve işinize daha fazla değer katabilmeniz adına bu süreçten geçeceksiniz. Hem işinizi daha iyi yapmanız hem de beraber çalıştığınız arkadaşları ve kendinizi daha yakından tanıyarak etkinliğinizi arttırmanız hedeflenmiştir."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Kemal İslamoğlu, Kendimizi Tanıyalım modülünde neler öğreneceğinizi açıklıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Kemal İslamoğlu, Kendimizi Tanıyalım modülünde neler öğrendiğimizi açıklıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Kemal İslamoğlu, Kendimizi Yönetelim modülünde neler öğreneceğinizi anlatıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Kemal İslamoğlu, Kendimizi Yönetelim modülünde neler öğrendiğinizi anlatıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Yaşam kalitemizi değerlerden başka kurallarımız belirler. Peki ama kurallarımızı nasıl belirliyoruz? Bu videoda Kemal İslamoğlu, kurallarınızı belirlerken nelere dikkat etmeniz gerektiğini anlatıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Bizi harekete geçiren motivasyonun doğasını daha iyi tanımak için bu videoyu izleyebilirsiniz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Bu yaşamda 'Aman bana uğramasın, ben bunu yaşamak istemiyorum.' dediğiniz ne var? Kemal İslamoğlu bu videoda negatif değerlerimiz üzerine düşünmemizi sağlıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Negatif değerlerinizi çıkardınız. Kemal İslamoğlu, listesini çıkardığınız negatif değerleri nasıl sıralamanız gerektiğini anlatıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Daha önce bireysel olarak yaptığınız değer seti belirleme çalışmasını gelin bir örnek üzerinden inceleyelim. Bu videoda Kemal İslamoğlu, Ebru Hanım ile onun hayat amacı ve zorlukları üzerinden uzun bir sorgulamaya giriyor ve değer seti belirleme konusunda"
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Bu yaşamda sizin için olmazsa olmaz ne var? İşte bu sorunun yanıtı pozitif - doğru değerlerinizdir. Kemal İslamoğlu bu videoda pozitif değerlerimiz üzerine düşünmemizi sağlıyor.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Pozitif değerlerinizi çıkardınız. Eğer henüz karar vermediyseniz bu videoyu izlemeden önce mutlaka bir liste hazırlayın. Kemal İslamoğlu, listesini çıkardığınız pozitif değerleri nasıl sıralamanız gerektiğini anlatıyor."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Tebrikler, Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı'nı tamamladınız."
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,Tutkumuzu nasıl bulacağız? Bu ve daha fazlasının cevabını bu videoda Kemal İslamoğlu'dan öğrenebirsiniz.
Kemal İslamoğlu ile Kişisel Farkındalık Gelişim Programı,"Düşündüğümüzü ne kadar söyleybiliyoruz? Karşımızdakine ne kadar değer veriyoruz? İletişim tarzımızı belirleyen çok önemli iki etmen bu soruların cevaplarında saklı. Kemal İslamoğlu, bu videoda yapıcı etkileşimin sırlarını anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Baskınlık ve ilişki kavramları ile hem kendimizi hem de etrafımızdakileri daha iyi nasıl anlayabiliriz? Bu kavramlar bir araya geldiğinde hangi enerji alanları oluşur? Kemal İslamoğlu, insan davranış tercihlerini ortaya koyan 4 enerji alanını anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Pozitif değişime önayak olabilen liderlerin hangi becerilere sahip olması gerekir? Kemal İslamoğlu, bu videoda pozitif değişime önayak olacak liderlerin 7 temel becerisini anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Yaşam kalitemizi belirleyen en önemli unsurlardan bir tanesi anlamlarımızdır. Hayat amacınızı netleştirip hedeflerinizi gerçekleştirmeye koşabilirsiniz, ancak anlamlarınızı yönetemeden yaşam kalitenizi iyileştiremezsiniz. Kemal İslamoğlu, bu videoda anlam"
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Takımlar neden kurulur? Başarılı olmaları için. Bu videoda başarılı takımların ortak özelliklerini öğrenebilirsiniz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Sizi ne motive ediyor? Bunu bilmeniz ve sizi motive eden şeyleri ortaya çıkarabilmeniz için Kemal İslamoğlu'nun ipuçlarını bu videoda görebilirsiniz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Hayat kalitemizi artırmak için kendimize hangi soruları sormalıyız? Basit ama önemli sorularımız ne olmalı? Hepsini bu videoda Kemal İslamoğlu açıklıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, davranışlarımızı oluşturan etmenleri ortaya koyuyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, insan davranışlarını nasıl anlayabileceğimizi anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Yaşam kalitemizi ne belirliyor? İşte bu önemli sorunun yanıtı değerlerimiz. Bu videoda değerlerimizi nasıl anlayacağınızı öğrenebilirsiniz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, Diğerlerini Tanıyalım modülünde neler öğreneceğinizi açıklıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, Diğerlerini Tanıyalım modülünde neler öğrendiğinizi açıklıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Şimdi sıra öğrendiklerinizi uygulamaya dökmekte. Birazdan göreceğiniz ekip renk analizi çalışması için nelere dikkat etmeniz gerektiğini Kemal İslamoğlu bu videoda anlatıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"En iyi halde olmamızın önünde ne engel var? Neden yapamıyoruz? Bu videoda Kemal İslamoğlu, bizi istediğimiz olmaktan alıkoyan en önemli engellerimizi anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Hayatta yapabileceğimiz ve yapamayacağımız şeyler var. Peki bunlar nasıl belirleniyor? Kurallarımızı yaşanabilir kılmak ne kadar elimizde? Kemal İslamoğlu bu videoda kurallarımızı nasıl oluşturmamız gerektiğini anlatıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Duymak ile dinlemek aynı şey midir? Dinlemek duymaktan çok daha fazlasıdır. Kemal İslamoğlu, bu videoda dinlemeyi anlatıyor ve dinlemeyi engelleyen unsurları gözler önüne seriyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"İletişim kalitenizi en yukarıya çekecek unsurlardan biri de geri bildirimdir. Bu videoda Kemal İslamoğlu, etkili geri bildirim için dikkat etmeniz gereken unsurları bir bir anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Ancak uyum sağladıklarınızı ikna edebilirsiniz. Bu videoda Kemal İslamoğlu, önceki videolarda nasıl tanıyacağınıza ilişkin ipuçlarını edindiğiniz enerji alanlarının - renklerin nasıl ikna edilebileceğine dair ipuçlarını paylaşıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı," Geri bildirim verme dönemleri yöneticiler için zaman zaman kabusa dönen süreçler olabiliyor. Özellikle de olumsuz bir geri bildirim verilecekse ve davranışın düzeltilmesi bekleniyorsa, bunu çalışana doğru bir şekilde ifade edip edemediğimizi bilemiyoruz."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, Kişisel Liderlik Gelişim Programı'nda neler öğreneceğinizi açıklıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Everest'e çıkan engel tanımazların hayat hikayelerini Kemal İslamoğlu'ndan dinliyoruz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Micheal Jordan'ın hayat hikayesini Kemal İslamoğlu'dan dinliyoruz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Paul Potts'un hayat hikayesini Kemal İslamoğlu'dan dinliyoruz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Piyanist filmine esin olmuş piyanistin hikayesini Kemal İslamoğlu'dan dinliyoruz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Ressam Van Gogh ve Grandma Moses'in hayat hikayelerini Kemal İslamoğlu'dan dinliyoruz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Hayatın amacını bulmak için doğru sorular her zaman 'Ne?' ve 'Nasıl?' soruları mıdır? Kemal İslamoğlu, hayat amacınızı bulmanız için hangi soruları sormanız gerektiğini anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Hayatın direksiyonuna geçmek nedir? Hayatı hangi aşamalarda yaşıyoruz? Siz hangi aşamadasınız? Tüm bu soruların yanıtını bu videoda bulabilirsiniz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Hedeflerinizi gerçekleştirmek ama nasıl? Bu videoda Kemal İslamoğlu hedeflerimizi gerçekleştirmemizin önündeki en çetin engelleri ve onlarla nasıl baş edebileceğimizi anlatıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Yaptığımız her şeyin altında yatan neden olan ihtiyaçlarımızı nasıl yöneteceğiz? İhtiyaçlarımız bizi nasıl etkiler? Kemal İslamoğlu 6 temel insan ihtiyacını bu videoda açıklıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Başarılı liderlerin en önemli özelliklerinden biri etkili iletişimdir. Kemal İslamoğlu bu videoda etkili iletişim için olmazsa olmaz temel unsurları ortaya koyuyor ve dikkat etmemiz gerekenleri anlatıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Hayatın direksiyonuna geçme aşamalarından kurban olmaya bizi düşüren nedir? İletişim zehirleri… Kemal İslamoğlu, neden kurban rolüne düştüğümüzü ve nasıl kurtulacağımızı anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, İşimizi Tanıyalım ve Yönetelim modülünde neler öğreneceğinizi anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, İşimizi Tanıyalım ve Yönetelim modülünde neler öğrendiğinizi anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,İyi takımlar iyi takım üyelerinden oluşur. Kemal İslamoğlu iyi takım üyelerinin özelliklerini anlatıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Davranış tercihlerimize etki eden renkleri öğrendiniz. Peki bu renkler iyi günlerinde nasıl davranıyorlar, kötü günlerinde nasıl davranıyorlar? Renkleri daha iyi tanımanız için gerekli ipuçlarını bu video ile öğrenebilirsiniz."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Karşımızdakilerin enerjilerini nasıl tanıyacağız? Kemal İslamoğlu dört enerji alanına ilişkin ayrıntılı ipuçlarını sunuyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı, 
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, Kendimizi Tanıyalım modülünde neler öğreneceğinizi açıklıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, Kendimizi Tanıyalım modülünde neler öğrendiğimizi açıklıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Kendinize ilişkin birtakım analizler yaptınız ve renklerinizi gördünüz. Peki hangi renk enerjileri tercih etmiyorsunuz? Kemal İslamoğlu baskın renginize göre hangi davranışları tercih ettiğinizi hangilerini tercih etmediğinizi bu videoda anlatıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, Kendimizi Yönetelim modülünde neler öğreneceğinizi anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Kemal İslamoğlu, Kendimizi Yönetelim modülünde neler öğrendiğinizi anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Yaşam kalitemizi değerlerden başka kurallarımız belirler. Peki ama kurallarımızı nasıl belirliyoruz? Bu videoda Kemal İslamoğlu, kurallarınızı belirlerken nelere dikkat etmeniz gerektiğini anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Dünya üzerindeki liderlik tanımlarını içeren bir kitap oluşturmaya kalksanız, ciltler dolusu bir kitabınız olabilirdi. Kemal İslamoğlu, bu videoda pozitif değişim bağlamında liderliğin tanımını yapıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Bizi harekete geçiren motivasyonun doğasını daha iyi tanımak için bu videoyu izleyebilirsiniz.
